,Species,Culmen Length (mm),Culmen Depth (mm),Flipper Length (mm),Body Mass (g),Sex,Sample ID
418,Adelie,40.3,18.0,195.0,3250.0,FEMALE,C_44
419,Adelie,40.3,18.0,195.0,3250.0,FEMALE,C_45
420,Adelie,40.3,18.0,195.0,3250.0,FEMALE,C_47
421,Adelie,40.3,18.0,195.0,3250.0,FEMALE,C_50
422,Adelie,40.3,18.0,195.0,3250.0,FEMALE,C_53
423,Adelie,40.3,18.0,195.0,3250.0,FEMALE,C_55
424,Adelie,40.3,18.0,195.0,3250.0,FEMALE,C_57
425,Adelie,40.3,18.0,195.0,3250.0,FEMALE,C_60
426,Adelie,40.3,18.0,195.0,3250.0,FEMALE,C_62
427,Adelie,40.3,18.0,195.0,3250.0,FEMALE,C_63
428,Adelie,40.3,18.0,195.0,3250.0,FEMALE,C_65
429,Adelie,40.3,18.0,195.0,3250.0,FEMALE,C_68
430,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_1
431,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_3
432,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_6
433,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_7
434,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_9
435,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_11
436,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_13
437,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_15
438,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_17
439,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_19
440,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_22
441,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_23
442,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_25
443,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_29
444,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_32
445,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_33
446,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_35
447,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_37
448,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_39
449,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_41
450,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_43
451,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_46
452,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_47
453,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_49
454,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_51
455,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_53
456,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_55
457,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_57
458,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_59
459,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_61
460,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_63
461,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_65
462,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_69
463,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_74
464,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_75
465,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_77
466,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_79
467,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_81
468,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_83
469,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_85
470,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_87
471,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_89
472,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_91
473,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_93
474,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_95
475,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_98
476,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_99
477,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_101
478,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_103
479,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_107
480,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_109
481,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_111
482,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_113
483,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_115
484,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_119
485,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_121
486,Adelie,40.3,18.0,195.0,3250.0,FEMALE,G_123
487,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_2
488,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_3
489,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_7
490,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_13
491,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_17
492,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_19
493,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_21
494,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_23
495,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_26
496,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_28
497,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_29
498,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_31
499,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_33
500,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_35
501,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_38
502,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_39
503,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_41
504,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_43
505,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_45
506,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_49
507,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_51
508,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_53
509,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_55
510,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_57
511,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_59
512,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_61
513,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_63
514,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_65
515,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_67
516,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_69
517,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_71
518,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_73
519,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_75
520,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_77
521,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_79
522,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_81
523,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_83
524,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_85
525,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_88
526,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_90
527,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_91
528,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_93
529,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_95
530,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_97
531,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_99
532,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_101
533,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_103
534,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_105
535,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_107
536,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_109
537,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_111
538,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_113
539,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_115
540,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_117
541,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_119
542,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_121
543,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_123
544,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_125
545,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_127
546,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_129
547,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_131
548,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_133
549,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_135
550,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_137
551,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_139
552,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_141
553,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_143
554,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_145
555,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_148
556,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_149
557,Adelie,36.7,19.3,193.0,3450.0,FEMALE,A_151
558,Adelie,36.7,19.3,193.0,3450.0,FEMALE,C_1
559,Adelie,36.7,19.3,193.0,3450.0,FEMALE,C_4
560,Adelie,36.7,19.3,193.0,3450.0,FEMALE,C_6
561,Adelie,36.7,19.3,193.0,3450.0,FEMALE,C_7
562,Adelie,36.7,19.3,193.0,3450.0,FEMALE,C_9
563,Adelie,36.7,19.3,193.0,3450.0,FEMALE,C_11
564,Adelie,36.7,19.3,193.0,3450.0,FEMALE,C_13
565,Adelie,36.7,19.3,193.0,3450.0,FEMALE,C_15
566,Adelie,36.7,19.3,193.0,3450.0,FEMALE,C_18
567,Adelie,36.7,19.3,193.0,3450.0,FEMALE,C_19
568,Adelie,36.7,19.3,193.0,3450.0,FEMALE,C_21
569,Adelie,36.7,19.3,193.0,3450.0,FEMALE,C_23
570,Adelie,36.7,19.3,193.0,3450.0,FEMALE,C_25
571,Adelie,36.7,19.3,193.0,3450.0,FEMALE,C_27
572,Adelie,36.7,19.3,193.0,3450.0,FEMALE,C_29
573,Adelie,36.7,19.3,193.0,3450.0,FEMALE,C_31
574,Adelie,36.7,19.3,193.0,3450.0,FEMALE,C_33
575,Adelie,36.7,19.3,193.0,3450.0,FEMALE,C_36
576,Adelie,36.7,19.3,193.0,3450.0,FEMALE,C_37
577,Adelie,36.7,19.3,193.0,3450.0,FEMALE,C_39
578,Adelie,36.7,19.3,193.0,3450.0,FEMALE,C_42
579,Adelie,36.7,19.3,193.0,3450.0,FEMALE,C_44
580,Adelie,36.7,19.3,193.0,3450.0,FEMALE,C_45
581,Adelie,36.7,19.3,193.0,3450.0,FEMALE,C_47
582,Adelie,36.7,19.3,193.0,3450.0,FEMALE,C_50
583,Adelie,36.7,19.3,193.0,3450.0,FEMALE,C_53
584,Adelie,36.7,19.3,193.0,3450.0,FEMALE,C_55
585,Adelie,36.7,19.3,193.0,3450.0,FEMALE,C_57
586,Adelie,36.7,19.3,193.0,3450.0,FEMALE,C_60
587,Adelie,36.7,19.3,193.0,3450.0,FEMALE,C_62
588,Adelie,36.7,19.3,193.0,3450.0,FEMALE,C_63
589,Adelie,36.7,19.3,193.0,3450.0,FEMALE,C_65
590,Adelie,36.7,19.3,193.0,3450.0,FEMALE,C_68
591,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_1
592,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_3
593,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_6
594,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_7
595,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_9
596,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_11
597,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_13
598,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_15
599,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_17
600,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_19
601,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_22
602,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_23
603,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_25
604,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_29
605,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_32
606,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_33
607,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_35
608,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_37
609,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_39
610,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_41
611,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_43
612,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_46
613,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_47
614,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_49
615,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_51
616,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_53
617,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_55
618,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_57
619,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_59
620,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_61
621,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_63
622,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_65
623,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_69
624,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_74
625,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_75
626,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_77
627,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_79
628,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_81
629,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_83
630,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_85
631,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_87
632,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_89
633,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_91
634,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_93
635,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_95
636,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_98
637,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_99
638,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_101
639,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_103
640,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_107
641,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_109
642,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_111
643,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_113
644,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_115
645,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_119
646,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_121
647,Adelie,36.7,19.3,193.0,3450.0,FEMALE,G_123
648,Adelie,39.3,20.6,190.0,3650.0,MALE,A_1
649,Adelie,39.3,20.6,190.0,3650.0,MALE,A_6
650,Adelie,39.3,20.6,190.0,3650.0,MALE,A_8
651,Adelie,39.3,20.6,190.0,3650.0,MALE,A_14
652,Adelie,39.3,20.6,190.0,3650.0,MALE,A_15
653,Adelie,39.3,20.6,190.0,3650.0,MALE,A_18
654,Adelie,39.3,20.6,190.0,3650.0,MALE,A_20
655,Adelie,39.3,20.6,190.0,3650.0,MALE,A_22
656,Adelie,39.3,20.6,190.0,3650.0,MALE,A_24
657,Adelie,39.3,20.6,190.0,3650.0,MALE,A_25
658,Adelie,39.3,20.6,190.0,3650.0,MALE,A_27
659,Adelie,39.3,20.6,190.0,3650.0,MALE,A_30
660,Adelie,39.3,20.6,190.0,3650.0,MALE,A_32
661,Adelie,39.3,20.6,190.0,3650.0,MALE,A_34
662,Adelie,39.3,20.6,190.0,3650.0,MALE,A_36
663,Adelie,39.3,20.6,190.0,3650.0,MALE,A_37
664,Adelie,39.3,20.6,190.0,3650.0,MALE,A_40
665,Adelie,39.3,20.6,190.0,3650.0,MALE,A_42
666,Adelie,39.3,20.6,190.0,3650.0,MALE,A_44
667,Adelie,39.3,20.6,190.0,3650.0,MALE,A_46
668,Adelie,39.3,20.6,190.0,3650.0,MALE,A_47
669,Adelie,39.3,20.6,190.0,3650.0,MALE,A_50
670,Adelie,39.3,20.6,190.0,3650.0,MALE,A_52
671,Adelie,39.3,20.6,190.0,3650.0,MALE,A_54
672,Adelie,39.3,20.6,190.0,3650.0,MALE,A_56
673,Adelie,39.3,20.6,190.0,3650.0,MALE,A_58
674,Adelie,39.3,20.6,190.0,3650.0,MALE,A_60
675,Adelie,39.3,20.6,190.0,3650.0,MALE,A_62
676,Adelie,39.3,20.6,190.0,3650.0,MALE,A_64
677,Adelie,39.3,20.6,190.0,3650.0,MALE,A_66
678,Adelie,39.3,20.6,190.0,3650.0,MALE,A_68
679,Adelie,39.3,20.6,190.0,3650.0,MALE,A_70
680,Adelie,39.3,20.6,190.0,3650.0,MALE,A_72
681,Adelie,39.3,20.6,190.0,3650.0,MALE,A_74
682,Adelie,39.3,20.6,190.0,3650.0,MALE,A_76
683,Adelie,39.3,20.6,190.0,3650.0,MALE,A_78
684,Adelie,39.3,20.6,190.0,3650.0,MALE,A_80
685,Adelie,39.3,20.6,190.0,3650.0,MALE,A_82
686,Adelie,39.3,20.6,190.0,3650.0,MALE,A_84
687,Adelie,39.3,20.6,190.0,3650.0,MALE,A_86
688,Adelie,39.3,20.6,190.0,3650.0,MALE,A_87
689,Adelie,39.3,20.6,190.0,3650.0,MALE,A_89
690,Adelie,39.3,20.6,190.0,3650.0,MALE,A_92
691,Adelie,39.3,20.6,190.0,3650.0,MALE,A_94
692,Adelie,39.3,20.6,190.0,3650.0,MALE,A_96
693,Adelie,39.3,20.6,190.0,3650.0,MALE,A_98
694,Adelie,39.3,20.6,190.0,3650.0,MALE,A_100
695,Adelie,39.3,20.6,190.0,3650.0,MALE,A_102
696,Adelie,39.3,20.6,190.0,3650.0,MALE,A_104
697,Adelie,39.3,20.6,190.0,3650.0,MALE,A_106
698,Adelie,39.3,20.6,190.0,3650.0,MALE,A_108
699,Adelie,39.3,20.6,190.0,3650.0,MALE,A_110
700,Adelie,39.3,20.6,190.0,3650.0,MALE,A_112
701,Adelie,39.3,20.6,190.0,3650.0,MALE,A_114
702,Adelie,39.3,20.6,190.0,3650.0,MALE,A_116
703,Adelie,39.3,20.6,190.0,3650.0,MALE,A_118
704,Adelie,39.3,20.6,190.0,3650.0,MALE,A_120
705,Adelie,39.3,20.6,190.0,3650.0,MALE,A_122
706,Adelie,39.3,20.6,190.0,3650.0,MALE,A_124
707,Adelie,39.3,20.6,190.0,3650.0,MALE,A_126
708,Adelie,39.3,20.6,190.0,3650.0,MALE,A_128
709,Adelie,39.3,20.6,190.0,3650.0,MALE,A_130
710,Adelie,39.3,20.6,190.0,3650.0,MALE,A_132
711,Adelie,39.3,20.6,190.0,3650.0,MALE,A_134
712,Adelie,39.3,20.6,190.0,3650.0,MALE,A_136
713,Adelie,39.3,20.6,190.0,3650.0,MALE,A_138
714,Adelie,39.3,20.6,190.0,3650.0,MALE,A_140
715,Adelie,39.3,20.6,190.0,3650.0,MALE,A_142
716,Adelie,39.3,20.6,190.0,3650.0,MALE,A_144
717,Adelie,39.3,20.6,190.0,3650.0,MALE,A_146
718,Adelie,39.3,20.6,190.0,3650.0,MALE,A_147
719,Adelie,39.3,20.6,190.0,3650.0,MALE,A_150
720,Adelie,39.3,20.6,190.0,3650.0,MALE,A_152
721,Adelie,39.3,20.6,190.0,3650.0,MALE,C_2
722,Adelie,39.3,20.6,190.0,3650.0,MALE,C_3
723,Adelie,39.3,20.6,190.0,3650.0,MALE,C_5
724,Adelie,39.3,20.6,190.0,3650.0,MALE,C_8
725,Adelie,39.3,20.6,190.0,3650.0,MALE,C_10
726,Adelie,39.3,20.6,190.0,3650.0,MALE,C_12
727,Adelie,39.3,20.6,190.0,3650.0,MALE,C_14
728,Adelie,39.3,20.6,190.0,3650.0,MALE,C_16
729,Adelie,39.3,20.6,190.0,3650.0,MALE,C_17
730,Adelie,39.3,20.6,190.0,3650.0,MALE,C_20
731,Adelie,39.3,20.6,190.0,3650.0,MALE,C_22
732,Adelie,39.3,20.6,190.0,3650.0,MALE,C_24
733,Adelie,39.3,20.6,190.0,3650.0,MALE,C_26
734,Adelie,39.3,20.6,190.0,3650.0,MALE,C_28
735,Adelie,39.3,20.6,190.0,3650.0,MALE,C_30
736,Adelie,39.3,20.6,190.0,3650.0,MALE,C_32
737,Adelie,39.3,20.6,190.0,3650.0,MALE,C_34
738,Adelie,39.3,20.6,190.0,3650.0,MALE,C_35
739,Adelie,39.3,20.6,190.0,3650.0,MALE,C_38
740,Adelie,39.3,20.6,190.0,3650.0,MALE,C_40
741,Adelie,39.3,20.6,190.0,3650.0,MALE,C_41
742,Adelie,39.3,20.6,190.0,3650.0,MALE,C_43
743,Adelie,39.3,20.6,190.0,3650.0,MALE,C_46
744,Adelie,39.3,20.6,190.0,3650.0,MALE,C_48
745,Adelie,39.3,20.6,190.0,3650.0,MALE,C_49
746,Adelie,39.3,20.6,190.0,3650.0,MALE,C_52
747,Adelie,39.3,20.6,190.0,3650.0,MALE,C_54
748,Adelie,39.3,20.6,190.0,3650.0,MALE,C_56
749,Adelie,39.3,20.6,190.0,3650.0,MALE,C_58
750,Adelie,39.3,20.6,190.0,3650.0,MALE,C_59
751,Adelie,39.3,20.6,190.0,3650.0,MALE,C_61
752,Adelie,39.3,20.6,190.0,3650.0,MALE,C_66
753,Adelie,39.3,20.6,190.0,3650.0,MALE,C_67
754,Adelie,39.3,20.6,190.0,3650.0,MALE,G_2
755,Adelie,39.3,20.6,190.0,3650.0,MALE,G_4
756,Adelie,39.3,20.6,190.0,3650.0,MALE,G_5
757,Adelie,39.3,20.6,190.0,3650.0,MALE,G_8
758,Adelie,39.3,20.6,190.0,3650.0,MALE,G_10
759,Adelie,39.3,20.6,190.0,3650.0,MALE,G_12
760,Adelie,39.3,20.6,190.0,3650.0,MALE,G_14
761,Adelie,39.3,20.6,190.0,3650.0,MALE,G_16
762,Adelie,39.3,20.6,190.0,3650.0,MALE,G_18
763,Adelie,39.3,20.6,190.0,3650.0,MALE,G_20
764,Adelie,39.3,20.6,190.0,3650.0,MALE,G_21
765,Adelie,39.3,20.6,190.0,3650.0,MALE,G_24
766,Adelie,39.3,20.6,190.0,3650.0,MALE,G_26
767,Adelie,39.3,20.6,190.0,3650.0,MALE,G_28
768,Adelie,39.3,20.6,190.0,3650.0,MALE,G_30
769,Adelie,39.3,20.6,190.0,3650.0,MALE,G_31
770,Adelie,39.3,20.6,190.0,3650.0,MALE,G_34
771,Adelie,39.3,20.6,190.0,3650.0,MALE,G_36
772,Adelie,39.3,20.6,190.0,3650.0,MALE,G_38
773,Adelie,39.3,20.6,190.0,3650.0,MALE,G_40
774,Adelie,39.3,20.6,190.0,3650.0,MALE,G_42
775,Adelie,39.3,20.6,190.0,3650.0,MALE,G_44
776,Adelie,39.3,20.6,190.0,3650.0,MALE,G_45
777,Adelie,39.3,20.6,190.0,3650.0,MALE,G_48
778,Adelie,39.3,20.6,190.0,3650.0,MALE,G_50
779,Adelie,39.3,20.6,190.0,3650.0,MALE,G_52
780,Adelie,39.3,20.6,190.0,3650.0,MALE,G_54
781,Adelie,39.3,20.6,190.0,3650.0,MALE,G_56
782,Adelie,39.3,20.6,190.0,3650.0,MALE,G_58
783,Adelie,39.3,20.6,190.0,3650.0,MALE,G_60
784,Adelie,39.3,20.6,190.0,3650.0,MALE,G_62
785,Adelie,39.3,20.6,190.0,3650.0,MALE,G_64
786,Adelie,39.3,20.6,190.0,3650.0,MALE,G_66
787,Adelie,39.3,20.6,190.0,3650.0,MALE,G_68
788,Adelie,39.3,20.6,190.0,3650.0,MALE,G_70
789,Adelie,39.3,20.6,190.0,3650.0,MALE,G_72
790,Adelie,39.3,20.6,190.0,3650.0,MALE,G_73
791,Adelie,39.3,20.6,190.0,3650.0,MALE,G_76
792,Adelie,39.3,20.6,190.0,3650.0,MALE,G_78
793,Adelie,39.3,20.6,190.0,3650.0,MALE,G_80
794,Adelie,39.3,20.6,190.0,3650.0,MALE,G_82
795,Adelie,39.3,20.6,190.0,3650.0,MALE,G_86
796,Adelie,39.3,20.6,190.0,3650.0,MALE,G_88
797,Adelie,39.3,20.6,190.0,3650.0,MALE,G_90
798,Adelie,39.3,20.6,190.0,3650.0,MALE,G_92
799,Adelie,39.3,20.6,190.0,3650.0,MALE,G_94
800,Adelie,39.3,20.6,190.0,3650.0,MALE,G_96
801,Adelie,39.3,20.6,190.0,3650.0,MALE,G_97
802,Adelie,39.3,20.6,190.0,3650.0,MALE,G_100
803,Adelie,39.3,20.6,190.0,3650.0,MALE,G_102
804,Adelie,39.3,20.6,190.0,3650.0,MALE,G_104
805,Adelie,39.3,20.6,190.0,3650.0,MALE,G_106
806,Adelie,39.3,20.6,190.0,3650.0,MALE,G_108
807,Adelie,39.3,20.6,190.0,3650.0,MALE,G_110
808,Adelie,39.3,20.6,190.0,3650.0,MALE,G_114
809,Adelie,39.3,20.6,190.0,3650.0,MALE,G_116
810,Adelie,39.3,20.6,190.0,3650.0,MALE,G_118
811,Adelie,39.3,20.6,190.0,3650.0,MALE,G_122
812,Adelie,39.3,20.6,190.0,3650.0,MALE,G_124
813,Adelie,38.9,17.8,181.0,3625.0,FEMALE,A_2
814,Adelie,38.9,17.8,181.0,3625.0,FEMALE,A_3
815,Adelie,38.9,17.8,181.0,3625.0,FEMALE,A_7
816,Adelie,38.9,17.8,181.0,3625.0,FEMALE,A_13
817,Adelie,38.9,17.8,181.0,3625.0,FEMALE,A_17
818,Adelie,38.9,17.8,181.0,3625.0,FEMALE,A_19
819,Adelie,38.9,17.8,181.0,3625.0,FEMALE,A_21
820,Adelie,38.9,17.8,181.0,3625.0,FEMALE,A_23
821,Adelie,38.9,17.8,181.0,3625.0,FEMALE,A_26
822,Adelie,38.9,17.8,181.0,3625.0,FEMALE,A_28
823,Adelie,38.9,17.8,181.0,3625.0,FEMALE,A_29
824,Adelie,38.9,17.8,181.0,3625.0,FEMALE,A_31
825,Adelie,38.9,17.8,181.0,3625.0,FEMALE,A_33
826,Adelie,38.9,17.8,181.0,3625.0,FEMALE,A_35
827,Adelie,38.9,17.8,181.0,3625.0,FEMALE,A_38
828,Adelie,38.9,17.8,181.0,3625.0,FEMALE,A_39
829,Adelie,38.9,17.8,181.0,3625.0,FEMALE,A_41
830,Adelie,38.9,17.8,181.0,3625.0,FEMALE,A_43
831,Adelie,38.9,17.8,181.0,3625.0,FEMALE,A_45
832,Adelie,38.9,17.8,181.0,3625.0,FEMALE,A_49
833,Adelie,38.9,17.8,181.0,3625.0,FEMALE,A_51
834,Adelie,38.9,17.8,181.0,3625.0,FEMALE,A_53
835,Adelie,38.9,17.8,181.0,3625.0,FEMALE,A_55
836,Adelie,38.9,17.8,181.0,3625.0,FEMALE,A_57
